words,喜び,信頼,恐怖,驚愕,悲しみ,嫌悪,怒り,期待
名指し,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
人間社会,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
巻き添え,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
連続殺人事件,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
食い止める,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
鞍替え,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
知己,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
酔い,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
不吉,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
アルコール依存症,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
謙虚,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
恐,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
新天地,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
一足,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
叶う,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
報道陣,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
哀悼,6.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
歌え,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
諸君,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
好感度,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
評する,0.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0
聖戦,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
絶体絶命,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0
新規参入,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
追い上げ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
悼む,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
優し,1.0,8.0,0.0,0.0,0.0,3.0,1.0,0.0
賛辞,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
専制,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
脱ぎ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
追突,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
自暴自棄,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0
分かち,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
つなげる,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
染まっ,0.0,0.0,2.0,2.0,0.0,2.0,3.0,0.0
吹き飛ばし,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
無責任,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
密林,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
転化,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
単勝,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
一挙に,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
風靡,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
完勝,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
覗か,0.0,0.0,4.0,1.0,0.0,1.0,4.0,0.0
各位,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
潜め,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
引き渡す,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ウルトラマンタロウ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
折ら,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
策謀,0.0,1.0,1.0,5.0,0.0,0.0,3.0,0.0
勇猛,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
欲情,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0
忘却,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
早かっ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
善行,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ふさわしく,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
好感,0.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0
浴びせる,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
立ち去っ,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0
切り盛り,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
羞恥,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
辛くも,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0
幻想曲,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
亡き後,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
伝わら,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0
暴動,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
奨学金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
富み,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
看破,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0
親しかっ,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
嘘つき,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
肉体関係,0.0,1.0,0.0,3.0,0.0,8.0,0.0,0.0
発狂,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0
些細な,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0
暴落,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
乾杯,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
彩る,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ムードメーカー,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
性格,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
焦り,0.0,0.0,0.0,10.0,0.0,0.0,3.0,2.0
お色気,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
性器,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
喝采,9.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
傾ける,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
善悪,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
会える,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
乗り越える,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
安定感,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
期し,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
遅らせ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
リング上,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
尊大,0.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0
明るみ,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
見つめる,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
晴らす,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0
破談,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0
信頼度,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ウルトラQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
招待選手,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
退場処分,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ナンバー2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
行動,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
秘蔵,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
狩る,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
暴風雨,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
濃密,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
急所,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
用心,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
毛嫌い,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
主犯,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
応対,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
嘆く,5.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0
退散,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0
墓標,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
使い果たし,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
粘り,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
暗記,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
巻き返し,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
振舞っ,0.0,2.0,0.0,0.0,0.0,11.0,1.0,0.0
保釈,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
重体,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0
決し,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
かばっ,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0
悪臭,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
見守り,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
怪しげ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
陥れる,0.0,0.0,0.0,4.0,0.0,1.0,10.0,0.0
振り切っ,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0
弱っ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
暴君,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0
神経質,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
こなせる,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
お仕置き,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
伸び悩み,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
霊魂,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
引き離し,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
命がけ,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
撃墜,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
可愛がら,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
直々,0.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0
子供っぽい,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
受け止める,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0
錯覚,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0
しるし,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
結びつく,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
追いつめ,0.0,0.0,5.0,3.0,0.0,0.0,6.0,0.0
勢力拡大,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
度胸,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
変えよ,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
急務,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
宇宙へ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
遠ざけ,0.0,3.0,0.0,0.0,0.0,12.0,1.0,0.0
熟知,0.0,11.0,0.0,2.0,0.0,1.0,0.0,0.0
減刑,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
胸元,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
全国区,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
振舞う,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0
顔見知り,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
傍受,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
端的,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
探し出し,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
からかう,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0
精彩,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
歯止め,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
後釜,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
不倫,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
抱擁,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
放逐,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
生きること,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
望郷,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
威信,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
追い出す,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0
出塁,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
未然,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
無愛想,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0
色気,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
誤報,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
励まさ,7.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
渋々,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0
攻め込ん,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
嫁が,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
先立た,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
スプリングトレーニング,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
出廷,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
つねに,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
断た,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
過去最低,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
裁か,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0
土下座,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0
空前,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
巻き込み,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
歌唱力,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
あの世,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
強肩,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
反逆者,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
事情聴取,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0
倒そ,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0
如何なる,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5年目,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
精神病院,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
植え付け,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0
透視,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
剥き出し,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0
歪曲,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0
計り,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0
永眠,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
大自然,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
しだいに,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
顕在,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
見極め,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0
甘んじ,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0
苛立ち,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0
っぷり,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0
稀有,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
出逢い,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
橋渡し,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0
減退,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
あなたへ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
狂人,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
生まれながら,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
仕返し,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
満足度,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
冷淡,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
無礼,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
成敗,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0
死守,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0
政財界,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
裸体,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
巻き起こす,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
最高傑作,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
目論み,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
惜しん,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
内在,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
警鐘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
親しん,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
どうやら,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
仕留め,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
テレパシー,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
学ば,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
意地悪,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
暗に,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0
重軽傷,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
善意,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
前科,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
遅らせる,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
偽者,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
探り,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
戸惑う,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0
ふとした,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
恐喝,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
長続き,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
逆流,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
取り返し,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
手掛かり,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
突っ込む,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
童顔,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
打ち明ける,0.0,1.0,0.0,8.0,0.0,4.0,2.0,0.0
48時間,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
過言,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
庇い,0.0,0.0,0.0,2.0,0.0,1.0,9.0,0.0
強硬派,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
讃える,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
勘案,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
成し遂げる,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
不慮,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
抜け出す,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
緊張感,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0
切れ味,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
捧ぐ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
裂け,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
申し込ん,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
知力,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
難く,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
未経験,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
まとめ役,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
害し,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
年配,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
有効活用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
究明,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ビックリ,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
償い,0.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0
女体,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
アリバイ,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
猛毒,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
諦める,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
降ら,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
断罪,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0
情け,0.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0
増やさ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
もてなし,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
贈り,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
混声合唱,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
急変,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
とっさ,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0
死刑判決,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
替わる,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
権力,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
逃亡者,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
厚遇,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
またもや,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
欲求不満,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
密約,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
喰らっ,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0
撃て,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
流産,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
懐かしい,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
落とし穴,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
政争,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
暖かく,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
7年前,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
突き止める,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
因果,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
弱かっ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
添える,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生え抜き,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
排し,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
贖罪,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
たくましい,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
転がっ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
苦慮,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
いささか,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
コネ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
披露宴,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
かわす,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
混声,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
不屈,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
精神病,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
冒さ,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0
赤面,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0
詫び,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
ゴール前,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
前兆,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
諌め,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
漠然と,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
たくましく,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
肉親,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0
天性,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0
吸わ,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
空振り,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
近づける,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
裸足,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
身勝手,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0
鎮静,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
襲いかかっ,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
応酬,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0
求愛,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
虚無,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
心がけ,5.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0
経た,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
勝ち取る,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
癒,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
処女,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
喜んで,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
米兵,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
囁か,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0
ブラックホール,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
混迷,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
湧き,3.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
焼き討ち,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
憂き目,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
伏兵,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
敏腕,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
非力,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
鳴っ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
匿っ,0.0,1.0,0.0,1.0,0.0,5.0,4.0,0.0
人となり,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
妻たち,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
仕打ち,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0
果ては,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
不慣れ,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
食らう,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
伸び悩ん,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
混戦,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
理性,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
密会,0.0,0.0,3.0,6.0,0.0,0.0,1.0,0.0
激増,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
あからさま,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
参り,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
絶つ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
反目,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0
