words,喜び,信頼,恐怖,驚愕,悲しみ,嫌悪,怒り,期待
ほほえましい,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
担ぎ出そ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
打ち勝た,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
何とぞ,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
まさぐっ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
呷っ,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
厚誼,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
薄めよ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
リカードの等価定理,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
踏み止まる,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
鎌之介,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
耐えろ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ループ現象,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
生きん,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
後ろ髪を引かれる,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
曹性,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
あなたは知らない,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
血脈,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
持続可能な社会,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
自意識過剰,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
ショートカウンター,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
口ごもる,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
ツアン,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
怨み,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
原始惑星,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
しりぞける,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
さげすま,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
サンティリ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
逸り,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
ドクターハラスメント,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
怪しかっ,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
時の娘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
聞き入り,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
そばだて,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ハルケ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
毛頭なく,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
気負わ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
肉体関係,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
アナベル・リー,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
催淫剤,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
さからっ,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
もてなそ,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
すつかり,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1倍,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
ひがむ,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
砕こ,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
ヒンシュク,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
三重スパイ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
持味,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
言い含める,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
衝撃の瞬間,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
底意,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
向き直る,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
うちとけ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
懲り懲り,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
シメーヌ,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
TOCANA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
大欲,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
愛し合お,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
モスキラス,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ホ・ヨンファ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
リスクプレミアム,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"""?"""")。""",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
レーツィア,2.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0
遊見,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
遜っ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ガンバルニャン,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ブービー賞,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
追いすがり,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
撃ち殺そ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
格好よ,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
一升餅,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
傲り,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
投資リスク,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
痩せよ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
底打ち,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
弱々し,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
調子づい,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
けがさ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
イウォル,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
賜り物,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
悪しざま,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0
潜在成長率,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
炎上状態,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
一本の鉛筆,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
グアサング,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
悲恋白書,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
焦らす,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
優雅,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヘルカラクセ,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
郭海皇,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ファビアナ,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
宇宙怪人,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
名作推理劇場,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
驀走,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
バンシーラ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
レフィングウェル,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
女の叫び,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
ペスコフ,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
監死,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
アマーソン,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ムスター,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
苧菟と瑪耶,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ポローシン,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0
潜在成長率,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
ソロコン,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
フィオリッラ,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
ラージュー,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0
羊鑑,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ポリドーロ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
セリューズ,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
69.2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ウンゴ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ラードル,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ゲハジ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
呑破,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Vendulka,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
シャルロ,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0
アースレバン,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
蔡順,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
マルツェリーネ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
リュバーシャ,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
カレオハノ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
マミアシビリ,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
ラブシャイ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ペッパーメイト,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ジグリット,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0
ディルケー,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
周最,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
トシヱ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
カン・マエ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
スティヴンズ,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0
シギルノジチ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
マリエミュール,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
リッチアーディ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ソランゾ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
レンリー,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ザ・プレミアワイド,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ソストラート,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
まさぐり,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
脅し取ら,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
餓える,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
目覚ましかっ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
纏綿,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
わき起こっ,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
一廉,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
パラフィリア,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ああなっ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
並び立た,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
尊父,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
陥ろ,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
訝しげ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
見送れ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
撥ね付ける,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
チンポジ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
エロプリ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
せせら笑う,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
特攻大作戦,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
惨たらしく,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
心得よ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
肩すかし,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
掘り起こそ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
御免なさい,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
衝撃のラスト,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
匿お,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
踏み躙ら,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
へりくだり,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
雪ご,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
淫技,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
止めど,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
下さら,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
そむける,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
だまし取ろ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
范彊,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
だまれ,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
趙綽,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
苛ん,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0
打ち殺す,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
語り合お,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
呑める,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
書きなぐっ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
死んだ方がまし,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
泣き付い,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0
補い合っ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ジェンナロ,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
スキャンダル!,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
下りよ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
救急救命室,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
買いあさる,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
スクリーン_(バスケットボール),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
あてこすっ,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
労し,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
からみあう,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
夕陽,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
よじら,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
現実主義者,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
突き放そ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
エロテク,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
フン・カメーとヴクブ・カメー,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
みいだす,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
耐え難く,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
方がた,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ドキリ,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
TV初登場,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
溌溂,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ぎらつい,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0
尊属殺人,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
사랑하는,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
打って出よ,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
メネラウス,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ほくそ笑み,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
放恣,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
尊敬,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
興醒め,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
稔り,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
酷烈,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
心おき,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
徐に,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
目覚しかっ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
軽妙洒脱,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
勘ちがい,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
シャープ火曜劇場,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
褒め殺し,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
カウンター・カルチャー,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ドピュ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
厚かまし,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0
幻の湖,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
集合的無意識,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
鎮魂歌,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
末長く,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
スプロール化,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
早めよ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
かーっ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
業苦,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ハルケン,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
嫌な女,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
横っ面,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
アメリカ国債,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
バダスキー,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
主知主義,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
オイノーネー,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ウテルス,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
のさばっ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
王嘉,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
エウリディーチェ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
諄々,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
家族愛,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
おでこ,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
物悲しく,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
昇ろ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ひた走り,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
タルキングホーン,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
わきあがる,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
つかみかかっ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
咽ぶ,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
口ずさま,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
踏み込も,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
43才,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
悪魔主義,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
与ろ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
シスジェンダー,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
みせつける,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
炎上商法,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
トロイアー,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0
妬ましい,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
出しゃばる,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
広まれ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
明々白々,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
パンダロス,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
遊ぶ金欲しさ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ガンヨ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
センセーショナリズム,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
エウリュティオーン,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
語り継ぐこと,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
隠し子騒動,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
あけろ,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
執成し,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
意想,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
アルゲリョ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
辿ろ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
郭開,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
羞恥,0.0,0.0,4.0,0.0,0.0,8.0,1.0,0.0
먼,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
通じよ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
フォルガン,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ろっ骨,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
キス・アンド・クライ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
アンブローン,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
山鳴り,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
冬彦さん,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
切なき,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
マハヴィル,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
栄耀栄華,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
ギャング対Gメン,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
世迷い言,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ツィス,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
慕容筑,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
飛びかかろ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
エルヴィン・ケーニッヒ,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0
グリュンバウム,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
建て直そ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ホーサーナ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
丹沢ニナ,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ルークリース,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
スティモシーバー,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
搾り取り,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ナソエフ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
見知らぬ街,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
トルムニウス,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
！—,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
荒立てる,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
解結,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
アシエ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
テイザーフェイス,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ファルハーン,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
成済,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
アルナイーズ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
反す,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
亜唯子,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ドリスコ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
個人消費,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ヨオイ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
イルブリード,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
レエブン,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
裂達,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
グンタリウス,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ウマガ,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
イエローレッグ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
スイサーラ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ネンチョ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
不安_(エドヴァルド・ムンク),0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
:---,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ツィエク,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
憎かっ,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0
い掛,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
漏らそ,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
スタジアムアウト,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
のさばら,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0
ヤムスク,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
殺人教唆,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
さらしもの,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0
Linear_Weights,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
差し上げよ,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ヌアド,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
揉みくちゃ,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0
フルボッキ,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
愛らしき,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
身びいき,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
그리운,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
孟玖,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0
セーフティーバント,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
遠ざかろ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
テクオイル,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
のけ反り,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
大なた,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
煙たがり,0.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0
取り繕お,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
アルザッヘル,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
黄昏の街,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
押しやり,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ぱいおもらしごめんなさい,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
王貢,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
敵失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
